mongo_campaign_id,status,sql_campaign_id,order_number,status_id,sales_rep_user_id,customer_login_id,campaign_inserted,customer_campaign_inserted,user_inserted,customer_account_inserted,customer_login_inserted,customer_campaign_already_exists,bookings_processed,campaign_kiosks_created,kiosks_created,kiosks_reused,venues_created,venues_reused,kiosk_errors,error
5570c2ca7257f90b0028a525,ok,,,11,1939,25895,0,0,0,0,0,0,1,1,0,1,0,0,0,
55689924cc44750b0004d0e6,ok,,,11,1940,25896,0,0,0,0,0,0,2,2,0,2,0,0,0,
557603ee467e830b005b53a4,ok,,,61,1939,25897,0,0,0,0,0,0,0,0,0,0,0,0,0,
558b140331a9dd0b0031b098,ok,,,11,1939,25898,0,0,0,0,0,0,1,1,0,1,0,0,0,
55835766e0f36d0b001ca5b8,ok,,,61,1939,25899,0,0,0,0,0,0,1,0,0,0,0,0,1,
